question,answer_llm,answer_orig,document
"If I decide to use a programming language different from Python, what specific documentation requirements must I meet?","If you decide to use a programming language other than Python, your documentation must be very thorough. Specifically, you must:

*   Assume the reviewer has no knowledge of that language or its ecosystem.
*   Ensure your `README` explains how to install dependencies and run the homework or project on Windows, macOS, and Linux.

The submission must still be easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What level of detail is expected in the README for a project submitted in a language other than Python?,"If you use a programming language other than Python for your project, your documentation, particularly the README, must be **very thorough**.

You should:
*   **Assume the reviewer has no knowledge** of that language or its ecosystem.
*   **Explain how to install dependencies**.
*   **Detail how to run the project** on Windows, macOS, and Linux.
*   Provide steps at a fundamental level, such as `go mod tidy` and `go run .` for a Go project.

The ultimate goal is to ensure the submission is still **easy to reproduce and evaluate**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I find examples of past LLM Zoomcamp projects?,"You can find examples of past LLM Zoomcamp project submissions here:

*   [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
*   [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Are there any previous capstone projects I can look at for inspiration?,"Yes, you can look at previous LLM Zoomcamp project submissions for inspiration. You can browse them here:

*   [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
*   [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
How can I understand the expected scope and quality of the LLM Zoomcamp capstone project?,"You can understand the expected scope and quality of the LLM Zoomcamp capstone project by browsing previous project submissions. These pages show submitted repositories:

*   [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
*   [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a place to view submitted repositories from previous LLM Zoomcamp courses?,"Yes, you can view submitted repositories from previous LLM Zoomcamp courses. You can browse them here:

*   **2024 projects:** [https://courses.datatalks.club/llm-zoomcamp-2024/projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
*   **2025 projects:** [https://courses.datatalks.club/llm-zoomcamp-2025/projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"Can I see projects from specific years, like 2024 or 2025, to help with my own project?","Yes, you can see projects from specific years like 2024 and 2025. These can help you understand the expected scope and quality of capstone projects.

You can browse previous LLM Zoomcamp project submissions here:

*   [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
*   [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to register or announce my capstone project idea anywhere?,"No, you do not need to announce or reserve your project idea before starting.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I go if I want to get feedback on my project concept?,"If you want feedback on your project concept, you can ask in Slack. You can also look at previous projects to understand the scope.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Are there any examples of past projects that I can look at to get an idea of the expected scope?,"Yes, you can look at previous projects to get an idea of the expected scope.

You can browse previous LLM Zoomcamp project submissions here:
*   [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
*   [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I work on a project that has a similar topic to another student's or a previous year's project?,"Yes, similar topics are okay as long as your implementation is your own and your submission meets the project requirements. You can also look at previous projects to understand the scope.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
What are the rules if my project idea is similar to one that already exists?,Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I use a Telegram bot or other chat interface for my Capstone project?,"Yes, you can use a Telegram bot or any other interface for your Capstone project, such as a web app, a CLI, a WhatsApp bot, a Slack app, or a notebook. There are no strict guidelines on how you make the project available to the end user, as long as it meets the evaluation criteria.

However, please note that the course does not teach how to build these specific interfaces, so you will need to figure that part out on your own.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Are we required to develop a web application for our final project?,"No, you are not required to develop a web application for your final project. You can use any interface that fits your idea, such as a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else, as long as it meets the evaluation criteria. There are no strict guidelines on how you make the project available to the end user.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What types of user interfaces are permissible for the Capstone project?,"Yes, you can use any interface for your Capstone project. Permissible types include:
*   A web app
*   A CLI (Command Line Interface)
*   A Telegram bot
*   A WhatsApp bot
*   A Slack app
*   A notebook
*   Anything else that fits your project idea, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Do we need to adhere to specific rules about how the end-user interacts with our project?,"No, there are no strict guidelines on how you make the project available to the end user. You can use any interface for your project, such as a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, or a notebook. You should pick whatever fits your idea, as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Does the course content include instructions for building the different project interfaces?,"No, the course doesn't teach how to build these interfaces. You'll need to figure that part out on your own.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What are some good tools for extracting text from PDFs to use in a RAG project?,"Here are some good tools for extracting text from PDFs to use in a RAG project:

*   **docling** — Converts PDFs (and other documents) to structured Markdown/JSON, which is good for RAG. It's slower but offers higher quality on tables/figures.
*   **pymupdf4llm / PyMuPDF** — Provides fast text extraction and Markdown output. It's generally fast and offers decent quality.
*   **unstructured** — Handles many different document types and layouts.
*   **pytesseract (Tesseract OCR)** — Useful for scanned or image-based PDFs that do not have an existing text layer.
*   **Hosted OCR** (e.g., Mistral OCR) — An option if you prefer calling an API for OCR rather than running it locally.
*   **GROBID** — Specifically designed for academic papers, extracting structure like sections and references.

It's recommended to try a couple of these tools on a sample of your documents to see which provides the cleanest text for your specific data.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Which tools are suitable for processing scanned PDF documents that might not have a text layer?,"For processing scanned PDF documents that might not have a text layer, the following tools are suitable:

*   **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — This tool is specifically mentioned for ""scanned/image-based PDFs that have no text layer.""
*   **Hosted OCR** such as Mistral OCR — This option is for when you prefer to use an API for OCR rather than running it locally.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Does the course recommend a specific tool for extracting text from documents for our projects?,"No, the course doesn't prescribe a specific tool for extracting text from documents. It recommends using ""whatever works best for your data.""

It does, however, list several options commonly used in the community:
*   **docling**
*   **pymupdf4llm** / **PyMuPDF**
*   **unstructured**
*   **pytesseract** (Tesseract OCR)
*   **Hosted OCR** (e.g., Mistral OCR)

The advice is to ""Try a couple on a sample of your documents and see which gives the cleanest text.""","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Are there any options for converting PDFs into structured formats like Markdown or JSON for RAG implementation?,"Yes, there are options for converting PDFs into structured formats like Markdown or JSON for RAG implementation.

Based on the provided context, here are some tools:

*   **docling**: Converts PDFs (and other documents) to structured Markdown/JSON, which is good for RAG projects.
*   **pymupdf4llm / PyMuPDF**: Offers fast text extraction and outputs in Markdown format.
*   **unstructured**: Handles many document types and layouts, useful for preparing documents for RAG.

The context also advises trying a couple of these options on a sample of your documents to see which provides the cleanest text for your specific needs.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Can I use an API or a hosted service for OCR instead of setting up a local solution?,"Yes, you can use a hosted OCR service or an API if you prefer not to run OCR locally. The context mentions ""Hosted OCR such as Mistral OCR"" as an option if you'd rather call an API than run OCR locally.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Can I use the concepts or code from this dlt workshop for my personal coding projects?,"Yes, since `dlt` is open-source, you can use the concepts and code from this workshop directly in your personal projects. You can even use it for capstone projects or other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is dlt suitable for data handling tasks in other courses, like the MLOps Zoomcamp?","Yes, dlt is suitable for data handling tasks in other Zoomcamps, including the MLOps Zoomcamp project. Its main goal is to load and store data easily.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
What is the primary function or goal of the dlt tool?,The primary function or goal of the `dlt` tool is to load and store data easily.,"Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Given that dlt is open-source, am I free to integrate workshop content into a capstone project?","Yes, since `dlt` is open-source, you are free to use the content of the ""Open-Source Data Ingestion (dlt)"" workshop for a capstone project. You can also use it for other projects, such as those in other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I choose to implement dlt in my own development, is support available for any questions I might have?","Yes, if you choose to implement `dlt` in your own development, you are encouraged to ask questions. The workshop materials state, ""Feel free to ask questions or use it directly in your projects.""","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How should I start a new dlt project if my data is coming from a cloud source?,"To start a new dlt project when loading data from a cloud source, you should use the following command on the command line:

```bash
dlt init filesystem duckdb
```

More detailed directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem).","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What's the first command I need to run to set up dlt for loading data from the cloud?,"To set up a new dlt project for loading data from the cloud, the first command you need to run is:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Are there official instructions or a guide on how to configure dlt for cloud data ingestion?,"Yes, there are directions available. To set up a new dlt project when loading from the cloud, you can start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found on the official website at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem).","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"If I want to load data that resides in the cloud using dlt, what's the initialization command?","The initialization command to set up a new dlt project when loading data from the cloud is:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Where can I find a step-by-step tutorial for setting up a dlt project to pull data from cloud storage?,"To set up a new dlt project to pull data from cloud storage, you can start with the following command:

```bash
dlt init filesystem duckdb
```

For more detailed, step-by-step directions, please refer to the tutorial available at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem).","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why am I seeing a FileNotFoundError for ""notion_pages___homework"" when I try to open the table?","You are likely seeing a `FileNotFoundError` for ""notion_pages___homework"" because:

1.  **Pipeline Settings:** You may not have changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.
2.  **Incorrect Table Name:** Ensure you are correctly opening the table in your code, specifically that `db.open_table(""notion_pages___homework"")` is called with the correct table name.
3.  **Table Not Created:** The error message itself suggests that the table `notion_pages___homework` does not exist and you should first call `db.create_table(notion_pages___homework, data)`. This often points back to the pipeline settings not being fully updated to create the correct table.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What should I check if db.open_table reports that my table doesn't exist?,"If `db.open_table` reports that your table doesn't exist, you should:

1.  **Ensure you are opening the correct table name.** Double-check the string passed to `db.open_table()` to make sure it matches the table you expect to open.
2.  **Verify all instances of the table name are updated in your pipeline settings.** For example, in the workshop context, this error can occur if you haven't changed all occurrences of an old table name (like ""employee_handbook"") to the new one (like ""homework"") throughout your pipeline configuration.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"Is it possible I need to change ""employee_handbook"" to ""homework"" somewhere in my configuration files?","Yes, if you are encountering a `FileNotFoundError` when opening a table like `notion_pages___homework`, it means you need to change all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"Which pipeline settings should I review to make sure ""employee_handbook"" has been updated to ""homework""?","The error message indicates that you need to review **your pipeline settings** to ensure all instances of ""employee_handbook"" have been changed to ""homework.""","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
I'm getting a FileNotFoundError trying to open my table; could this be related to a string mismatch in my setup?,"Yes, your `FileNotFoundError` could definitely be related to a string mismatch when trying to open your table.

The context provides a specific example:

""Q: There is an error when running main(): `FileNotFoundError: Table notion_pages___homework does not exist. Please first call db.create_table(notion_pages___homework, data)`
A: Make sure you open the correct table in line 3:
```python
dbtable = db.open_table(""notion_pages___homework"")
```""

This suggests that the string passed to `db.open_table()` must exactly match the name of the table that has been created or is expected to exist. Double-check the table name string you are using in your `open_table` call.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
I'm running into a FileNotFoundError that says 'Table notion_pages___homework does not exist' when I try to execute main(). What could be causing this?,"The `FileNotFoundError: Table notion_pages___homework does not exist` typically occurs in the Open-Source Data Ingestion (dlt) workshop. Here are two potential causes and solutions:

1.  **Incorrect table name in `db.open_table()`**: Ensure that you are opening the correct table in your code, specifically in the line where you call `db.open_table()`. It should be:
    ```python
    dbtable = db.open_table(""notion_pages___homework"")
    ```

2.  **Unchanged pipeline settings**: The error can also indicate that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings. You need to update all relevant configurations to use ""homework"" instead.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
My program is throwing an error related to 'notion_pages___homework' not being found. How can I resolve this issue?,"This `FileNotFoundError` usually indicates that the table `notion_pages___homework` has not been correctly created or referenced. Here are two ways to resolve this issue based on the context:

1.  **Check `db.open_table` call:** Make sure you are opening the correct table name in your code, specifically ensuring it's `dbtable = db.open_table(""notion_pages___homework"")`.

2.  **Update pipeline settings:** The error might also occur if you haven't updated all instances of a previous table name (e.g., ""employee_handbook"") to ""homework"" in your pipeline settings. You need to ensure all relevant configurations reflect the `homework` name.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What's the correct way to handle the FileNotFoundError when a table like 'notion_pages___homework' isn't found by the database?,"The `FileNotFoundError` with 'Table notion_pages___homework does not exist. Please first call db.create_table(notion_pages___homework, data)' typically indicates two things based on the context:

1.  **Incorrect table name in `open_table` call:** Make sure you are using the correct table name when calling `db.open_table()`, for example:
    ```python
    dbtable = db.open_table(""notion_pages___homework"")
    ```
2.  **Pipeline settings mismatch:** The error suggests that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings. This means the table was likely not created because the pipeline configuration was still referring to the old name.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"I'm encountering an error where it suggests calling db.create_table, but I suspect the problem might be elsewhere with my 'notion_pages___homework' setup. What line should I double-check?","The error suggesting `db.create_table` but pointing to an issue with `notion_pages___homework` often means the table wasn't set up correctly in the first place.

You should double-check:

1.  **Line 3 where you open the table:** Make sure it specifies the correct table name:
    ```python
    dbtable = db.open_table(""notion_pages___homework"")
    ```

2.  **Your pipeline settings:** The error often indicates that you might not have changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings, which means the ""notion_pages___homework"" table was never actually created.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"If I get a FileNotFoundError for a table when running my script, specifically 'notion_pages___homework', is there a particular part of the code I should examine for misconfiguration?","Based on the context, if you're getting a `FileNotFoundError` for the table `notion_pages___homework`, you should examine the following:

1.  **The `db.open_table()` call:** Ensure that line 3 in your script, or wherever you are opening the table, correctly specifies the table name:
    ```python
    dbtable = db.open_table(""notion_pages___homework"")
    ```
2.  **Pipeline settings for misnamed instances:** The error can also indicate that you haven't changed all instances of a previous table name (e.g., ""employee_handbook"") to ""homework"" in your pipeline settings. Check your pipeline configuration to ensure consistency.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I see all the tables present in my database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What's the command to list out every table name in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a method to check which tables currently exist in the database?,"Yes, you can use the `db.table_names()` method to list all the tables in the database.",You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I get a list of all table names from the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What's the way to display all the tables stored in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Does DLT currently integrate with ClickHouse?,"Currently, DLT does not have connectors for ClickHouse. However, they are open to contributions from the community to add these connectors.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Are there any DLT connectors for StarRocks available right now?,"Currently, DLT does not have connectors for StarRocks, but they are open to contributions from the community to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Can users contribute new database connectors to DLT?,"Yes, DLT is open to contributions from the community to add new database connectors.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
What's the process if I want to add support for a database not currently in DLT?,"If a database is not currently supported by DLT, the process is to contribute to the community to add the necessary connectors. DLT is open to these contributions.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Is DLT looking for community help to expand its list of supported databases?,"Yes, DLT is open to contributions from the community to add connectors for new databases, such as ClickHouse or StarRocks.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
